epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_O_f_rmse,training_H_f_rmse,training_K_f_rmse,training_Cl_f_rmse,training_psavg_f_rmse,training_e/N_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_O_f_rmse,validation_H_f_rmse,validation_K_f_rmse,validation_Cl_f_rmse,validation_psavg_f_rmse,validation_e/N_rmse
       996, 19147.201,  0.00125,       0.00011573,       1.4273e-06,         0.011574,       0.0123,      0.00811,      0.00672,      0.00612,      0.00832,     0.000963,       0.00014537,       1.5541e-08,         0.014537,       0.0126,      0.00811,      0.00932,      0.00827,      0.00958,       0.0001
       997, 19166.425,  0.00125,       0.00011518,       8.5928e-07,         0.011519,       0.0123,      0.00806,      0.00666,      0.00616,       0.0083,     0.000747,       0.00014503,       1.7401e-08,         0.014503,       0.0126,      0.00811,      0.00929,      0.00825,      0.00957,     0.000106
       998, 19185.664,  0.00125,       0.00011734,       8.8884e-07,         0.011735,       0.0124,       0.0081,      0.00674,      0.00636,      0.00839,      0.00076,       0.00014519,       1.6532e-08,         0.014519,       0.0126,      0.00812,      0.00931,      0.00826,      0.00958,     0.000104
       999, 19205.113,  0.00125,       0.00011651,       1.1634e-06,         0.011652,       0.0124,      0.00815,      0.00669,      0.00616,      0.00834,     0.000868,        0.0001452,       2.9058e-08,          0.01452,       0.0126,      0.00811,      0.00931,      0.00825,      0.00958,     0.000136
      1000, 19224.323,  0.00125,       0.00011568,       1.0592e-06,         0.011569,       0.0123,       0.0081,       0.0067,      0.00613,      0.00832,      0.00083,       0.00014509,       1.7849e-08,         0.014509,       0.0126,      0.00811,      0.00931,      0.00825,      0.00957,     0.000108
      1001, 19243.523,  0.00125,       0.00011511,       7.6026e-07,         0.011512,       0.0123,      0.00807,      0.00667,       0.0061,      0.00829,     0.000702,       0.00014502,       1.7324e-08,         0.014502,       0.0126,      0.00811,      0.00931,      0.00825,      0.00957,     0.000106
      1002, 19262.741,  0.00125,       0.00011439,        1.038e-06,          0.01144,       0.0123,      0.00805,      0.00664,       0.0061,      0.00827,      0.00082,       0.00014485,       1.8437e-08,         0.014485,       0.0126,      0.00811,      0.00929,      0.00824,      0.00957,     0.000108
      1003, 19281.972,  0.00125,       0.00011593,       1.2385e-06,         0.011594,       0.0124,      0.00812,       0.0067,      0.00611,      0.00832,     0.000897,       0.00014481,       2.5525e-08,         0.014481,       0.0126,      0.00811,      0.00929,      0.00824,      0.00956,     0.000126
      1004, 19301.218,  0.00125,       0.00011539,       1.0823e-06,          0.01154,       0.0123,      0.00804,      0.00674,      0.00615,      0.00831,     0.000839,       0.00014491,       2.2526e-08,         0.014491,       0.0126,      0.00811,       0.0093,      0.00825,      0.00957,     0.000121
      1005, 19320.480,  0.00125,       0.00011598,       9.4663e-07,         0.011599,       0.0123,      0.00809,      0.00671,       0.0062,      0.00833,     0.000785,       0.00014482,       1.7772e-08,         0.014482,       0.0126,      0.00811,       0.0093,      0.00824,      0.00957,     0.000106
      1006, 19339.690,  0.00125,       0.00011559,       9.7728e-07,          0.01156,       0.0124,       0.0081,      0.00673,      0.00604,      0.00831,     0.000797,       0.00014478,        1.909e-08,         0.014478,       0.0126,       0.0081,      0.00929,      0.00824,      0.00956,     0.000109
      1007, 19359.082,  0.00125,       0.00011473,       9.9025e-07,         0.011474,       0.0123,      0.00807,      0.00672,      0.00606,      0.00828,     0.000801,       0.00014484,       1.7661e-08,         0.014484,       0.0126,      0.00811,      0.00929,      0.00824,      0.00956,     0.000106
      1008, 19378.287,  0.00125,       0.00011375,       7.0128e-07,         0.011375,       0.0122,        0.008,      0.00667,      0.00607,      0.00825,     0.000675,       0.00014465,       1.9257e-08,         0.014465,       0.0126,       0.0081,      0.00928,      0.00824,      0.00956,     0.000114
      1009, 19397.507,  0.00125,       0.00011556,       8.3023e-07,         0.011556,       0.0123,       0.0081,      0.00673,       0.0061,      0.00831,     0.000735,        0.0001446,       1.7109e-08,          0.01446,       0.0126,       0.0081,      0.00928,      0.00823,      0.00955,     0.000103
      1010, 19416.733,  0.00125,       0.00011503,       7.9397e-07,         0.011504,       0.0123,      0.00806,      0.00672,      0.00611,       0.0083,     0.000719,       0.00014455,       1.6206e-08,         0.014455,       0.0126,       0.0081,      0.00928,      0.00823,      0.00955,     0.000101
      1011, 19435.984,  0.00125,       0.00011461,       8.9944e-07,         0.011462,       0.0123,      0.00804,      0.00668,       0.0061,      0.00828,     0.000763,       0.00014478,       1.8389e-08,         0.014478,       0.0126,       0.0081,      0.00929,      0.00824,      0.00956,     0.000108
      1012, 19455.177,  0.00125,       0.00011573,       9.6656e-07,         0.011574,       0.0123,      0.00809,      0.00675,      0.00608,      0.00832,     0.000792,       0.00014461,       2.0024e-08,         0.014461,       0.0126,       0.0081,      0.00929,      0.00823,      0.00956,     0.000112
      1013, 19474.372,  0.00125,       0.00011446,       1.5408e-06,         0.011448,       0.0123,      0.00805,      0.00668,      0.00608,      0.00827,        0.001,       0.00014472,       1.9133e-08,         0.014472,       0.0126,       0.0081,      0.00928,      0.00825,      0.00956,     0.000109
      1014, 19493.610,  0.00125,       0.00011525,        1.017e-06,         0.011526,       0.0123,      0.00806,       0.0067,      0.00615,       0.0083,     0.000814,       0.00014473,       1.8731e-08,         0.014473,       0.0126,       0.0081,      0.00929,      0.00826,      0.00956,     0.000105
      1015, 19512.817,  0.00125,       0.00011508,       8.1902e-07,         0.011509,       0.0124,       0.0081,      0.00662,      0.00605,      0.00828,     0.000729,       0.00014456,       1.7362e-08,         0.014456,       0.0126,      0.00809,      0.00929,      0.00824,      0.00956,     0.000105
      1016, 19532.001,  0.00125,       0.00011464,       1.2594e-06,         0.011466,       0.0123,      0.00807,      0.00666,      0.00603,      0.00827,     0.000905,        0.0001445,       2.9608e-08,          0.01445,       0.0126,      0.00809,      0.00927,      0.00825,      0.00955,     0.000137
      1017, 19551.248,  0.00125,       0.00011422,       1.8552e-06,         0.011424,       0.0123,      0.00802,      0.00676,      0.00601,      0.00826,       0.0011,       0.00014437,       2.2446e-08,         0.014437,       0.0126,      0.00809,      0.00927,      0.00823,      0.00955,     0.000118
      1018, 19570.478,  0.00125,        0.0001157,       1.0707e-06,         0.011571,       0.0123,      0.00809,       0.0067,      0.00615,      0.00832,     0.000834,       0.00014436,       1.8546e-08,         0.014436,       0.0126,      0.00809,      0.00927,      0.00823,      0.00955,     0.000107
      1019, 19589.730,  0.00125,        0.0001155,       8.6067e-07,         0.011551,       0.0123,      0.00808,      0.00666,      0.00621,      0.00832,     0.000748,       0.00014437,       1.9633e-08,         0.014437,       0.0126,      0.00809,      0.00928,      0.00823,      0.00955,      0.00011
      1020, 19608.967,  0.00125,       0.00011461,       7.5979e-07,         0.011462,       0.0123,      0.00805,      0.00665,      0.00609,      0.00827,     0.000702,       0.00014449,       1.8438e-08,         0.014449,       0.0126,      0.00809,      0.00929,      0.00823,      0.00955,     0.000107
      1021, 19628.170,  0.00125,       0.00011415,       1.1777e-06,         0.011417,       0.0122,      0.00802,      0.00671,      0.00608,      0.00826,     0.000875,       0.00014425,       1.9314e-08,         0.014425,       0.0126,      0.00809,      0.00927,      0.00822,      0.00955,     0.000109
      1022, 19647.402,  0.00125,       0.00011586,       4.4494e-07,         0.011586,       0.0123,      0.00809,      0.00674,      0.00614,      0.00833,     0.000538,       0.00014427,       1.8161e-08,         0.014427,       0.0126,      0.00809,      0.00928,      0.00823,      0.00955,     0.000107
      1023, 19666.799,  0.00125,       0.00011343,       5.8899e-07,         0.011344,       0.0122,      0.00803,      0.00667,        0.006,      0.00823,     0.000619,        0.0001441,       2.0625e-08,          0.01441,       0.0126,      0.00808,      0.00926,      0.00822,      0.00954,     0.000114
      1024, 19686.069,  0.00125,       0.00011536,       1.1056e-06,         0.011538,       0.0123,      0.00809,      0.00672,      0.00608,       0.0083,     0.000848,       0.00014408,       2.0838e-08,         0.014408,       0.0126,      0.00808,      0.00927,      0.00822,      0.00954,     0.000116
      1025, 19705.341,  0.00125,       0.00011431,         8.95e-07,         0.011432,       0.0123,      0.00805,      0.00664,      0.00613,      0.00827,     0.000762,       0.00014412,       1.6765e-08,         0.014412,       0.0126,      0.00808,      0.00927,      0.00823,      0.00954,     0.000103
      1026, 19724.501,  0.00125,       0.00011601,       4.8541e-07,         0.011601,       0.0123,      0.00807,      0.00675,       0.0062,      0.00834,     0.000562,       0.00014409,        1.702e-08,         0.014409,       0.0126,      0.00808,      0.00927,      0.00823,      0.00954,     0.000103
      1027, 19743.665,  0.00125,       0.00011472,       9.8927e-07,         0.011473,       0.0123,      0.00805,      0.00664,       0.0061,      0.00828,     0.000801,        0.0001441,       1.8053e-08,          0.01441,       0.0126,      0.00808,      0.00927,      0.00821,      0.00954,     0.000109
      1028, 19762.836,  0.00125,       0.00011427,       1.0793e-06,         0.011428,       0.0123,      0.00806,      0.00661,      0.00603,      0.00825,     0.000838,       0.00014405,       1.8845e-08,         0.014405,       0.0126,      0.00808,      0.00926,      0.00822,      0.00954,     0.000109
      1029, 19782.045,  0.00125,       0.00011469,       1.3822e-06,          0.01147,       0.0123,      0.00807,      0.00665,      0.00609,      0.00828,     0.000948,       0.00014394,       1.9907e-08,         0.014394,       0.0126,      0.00808,      0.00926,      0.00822,      0.00954,     0.000112
      1030, 19801.262,  0.00125,       0.00011412,       9.9846e-07,         0.011413,       0.0123,      0.00804,      0.00671,      0.00598,      0.00825,     0.000805,       0.00014399,        1.632e-08,         0.014399,       0.0126,      0.00808,      0.00926,      0.00822,      0.00954,     0.000103
      1031, 19820.494,  0.00125,       0.00011446,       1.0689e-06,         0.011447,       0.0123,      0.00802,      0.00671,      0.00609,      0.00827,     0.000834,       0.00014396,        2.299e-08,         0.014396,       0.0126,      0.00808,      0.00926,      0.00822,      0.00954,     0.000121
      1032, 19839.686,  0.00125,        0.0001145,       8.3015e-07,         0.011451,       0.0123,      0.00807,      0.00665,      0.00609,      0.00827,     0.000735,       0.00014409,       1.9511e-08,         0.014409,       0.0126,      0.00808,      0.00927,      0.00823,      0.00954,     0.000113
      1033, 19859.077,  0.00125,       0.00011515,       8.2654e-07,         0.011516,       0.0123,      0.00806,      0.00671,      0.00613,       0.0083,     0.000733,       0.00014396,       1.8796e-08,         0.014396,       0.0126,      0.00807,      0.00927,      0.00823,      0.00954,     0.000107
      1034, 19878.426,  0.00125,       0.00011332,       9.4352e-07,         0.011333,       0.0122,      0.00801,      0.00663,      0.00606,      0.00823,     0.000782,       0.00014392,       2.1192e-08,         0.014392,       0.0126,      0.00807,      0.00926,      0.00822,      0.00954,     0.000117
      1035, 19897.619,  0.00125,       0.00011407,       1.2688e-06,         0.011408,       0.0123,      0.00803,      0.00663,      0.00607,      0.00825,     0.000902,       0.00014387,       1.7964e-08,         0.014387,       0.0126,      0.00807,      0.00926,      0.00822,      0.00953,     0.000107
      1036, 19916.879,  0.00125,       0.00011449,       1.4962e-06,          0.01145,       0.0123,      0.00803,      0.00669,      0.00613,      0.00828,     0.000985,       0.00014377,       1.6176e-08,         0.014377,       0.0126,      0.00807,      0.00926,      0.00822,      0.00953,     0.000103
      1037, 19936.066,  0.00125,       0.00011476,       5.0929e-07,         0.011476,       0.0123,      0.00805,      0.00669,      0.00609,      0.00828,     0.000576,       0.00014377,       1.6685e-08,         0.014377,       0.0126,      0.00807,      0.00926,      0.00822,      0.00953,     0.000103
